,name,cusip,firstyr,gvkey,lastyr,pdpco,pdpseq,begyr,endyr,match
344,AMALGAMATED AUTOMOTIVE INDS,22659,1974,1361,1994,1361,1,1974,1994,
345,AMALGAMATED SUGAR CO,22771,1950,1362,1981,1362,1,1950,1981,1
346,BESTWAY INC,86584,1974,1363,2004,1363,1,1974,2004,
347,AMAREX INC,23006,1970,1364,1984,1364,1,1970,1984,0
348,AMAX INC,23127,1950,1365,1992,1365,1,1950,1992,1
349,AMBAC INDUSTRIES INC,23141,1950,1366,1977,1366,1,1950,1977,1
350,AMBER RESOURCES CO OF COLO,23184,1979,1367,2006,1367,1,1979,2006,
351,AMBRA OIL & GAS CO,23312,1979,1368,1984,1368,1,1979,1984,0
352,AMBRIT INC,23363,1980,1369,1989,1369,1,1980,1989,1
353,AMBULATORY MEDICAL CARE INC,23365,1984,1370,1992,1370,1,1984,1992,
354,AMCAST INDUSTRIAL CORP,23395,1963,1372,2003,1372,1,1963,2003,1
355,AMCO INDS INC,23411,1962,1373,1974,1373,1,1962,1974,
356,AMCOLE ENERGY CORP,23412,1976,1374,1987,1374,1,1976,1987,0
357,AMDISCO CORP,23424,1950,1375,1983,1375,1,1950,1983,0
358,AMECO INC,23429,1965,1376,1971,1376,1,1965,1971,1
359,AMEDCO INC,23433,1974,1377,1985,1377,1,1974,1985,1
360,AMELCO CORP,23438,1974,1378,1996,1378,1,1974,1996,0
361,AMERACE CORP,23519,1957,1379,1983,1379,1,1957,1983,1
362,HESS CORP,42809H,1969,1380,2006,1380,1,1969,2006,1
363,AMERFORD INTERNATIONAL CORP,23609,1981,1381,1988,1381,1,1981,1988,0
364,US AIRWAYS GROUP INC,90341W,1983,1382,2006,1382,2,1983,2006,
365,AMERICAN ADVENTURE INC,23685,1981,1383,1987,1383,1,1981,1987,
366,AMERICAN AGGREGATES CORP,23717,1973,1384,1985,1384,1,1973,1985,
367,AMERICAN AGRI-FUELS CORP,23726,1979,1385,1983,1385,1,1979,1983,
368,AMERICAN AGRONOMICS,23735,1968,1386,1986,1386,1,1968,1986,
369,AMERICAN AIR FILTER INC,23753,1960,1387,1977,1387,1,1960,1977,1
370,AMERICAN AIRLINES INC,23771,1983,1388,2006,1388,1,1983,2006,
371,AMERICAN ALLOYS CORP,23789,1960,1389,1972,1389,1,1960,1972,
372,AMERICAN APPRAISAL ASSOC INC,23852,1970,1390,1983,1390,1,1970,1983,0
373,AMCORD INC,23904,1950,1391,1978,1391,1,1950,1978,1
374,AMDAHL CORP,23905,1976,1392,1996,1392,1,1976,1996,1
375,AMERCO,23586,1979,1393,2005,1393,1,1979,2005,1
376,AMERICAN BAKERIES CO,24069,1950,1394,1985,1394,1,1950,1985,
377,AMERICAN BANK NOTE CO,24375,1950,1395,1969,1395,1,1950,1969,1
378,AMERICAN BEVERAGE CORP,24582,1973,1396,1980,1396,1,1973,1980,
379,AMERICAN BILTRITE INC,24591,1960,1397,2005,1397,1,1960,2005,1
380,AMERICAN BIOMEDICAL CORP,24616,1969,1402,1977,1402,1,1969,1977,
381,AMERICAN BOOK-STRATFRD PRESS,24645,1974,1403,1984,1403,1,1974,1984,0
382,FORTUNE BRANDS INC,349631,1950,1408,2006,1408,1,1950,2006,1
383,AMERICAN BROADCASTING,24735,1950,1409,1984,1409,1,1950,1984,
384,ABM INDUSTRIES INC,957,1962,1410,2006,1410,1,1962,2006,1
385,AMERICAN BUSINESS PRODS/GA,24763,1969,1411,1998,1411,1,1969,1998,
386,ABI AMERICAN BUSINESSPHONE,771,1984,1412,1988,1412,1,1984,1988,0
387,AMERICAN CAMPGROUNDS  -CL A,24832,1977,1413,1989,1413,1,1977,1989,0
388,PRIMERICA CORP  -OLD,741587,1950,1414,1987,1414,1,1950,1987,0
389,AMERICAN CAPITAL CORP-OLD,02499Y,1966,1415,1983,1415,1,1966,1983,
390,AMERICAN CAPITAL CP,24898,1984,1416,1994,1416,1,1984,1994,
391,TRANSFINANCIAL HOLDINGS INC,89365P,1982,1418,2002,1418,1,1982,2002,0
392,AMERICAN CHAIN & CABLE INC,25105,1950,1420,1974,1420,1,1950,1974,1
393,AMERICAN CLIPPER CORP,25147,1977,1421,1980,1421,1,1977,1980,
394,AMERICAN COMMUN & TV,25201,1982,1422,1990,1422,1,1982,1990,
395,AMERICAN COMMUNITY SERVICES,25203,1982,1423,1985,1423,1,1982,1985,
396,AMERICAN COMMUNITY SYS INC,25204,1974,1424,1979,1424,1,1974,1979,
397,AMERICAN CONSUMER INDS INC,25231,1950,1425,1977,1425,1,1950,1977,
398,AMERICAN CONTROLLED INDS,25258,1963,1427,1985,1427,1,1963,1985,
399,AMERICAN CREDIT,25285,1954,1428,1969,1428,1,1954,1969,
400,AMERICAN CRYSTAL SUGAR CO,25303,1974,1429,2006,1429,1,1974,2006,1
401,AMERICAN CYANAMID CO,25321,1950,1430,1993,1430,1,1950,1993,1
402,AMERICAN CYTOGENETICS,25328,1973,1431,1995,1431,1,1973,1995,0
403,AMERICAN/DAVEY CORP,25346,1982,1432,1983,1432,1,1982,1983,
404,AMERICAN DIAGNOSTICS CORP,25364,1980,1433,1983,1433,1,1980,1983,
405,ADT INC,1007,1962,1434,1986,15349,1,1962,1984,1
406,AMERICAN ATLANTIC CO,24022,1968,1435,1972,1435,1,1968,1972,
407,AMERICAN DURALITE CORP-CL A,25519,1967,1436,1968,1436,1,1967,1968,
408,AMERICAN DYNAMICS CORP,25530,1984,1437,1986,1437,1,1984,1986,1
409,AMERICAN EAGLE PETROLEUM LTD,25531,1974,1438,1978,1438,1,1974,1978,
410,AMERICAN ECOLOGY CORP,25533,1984,1439,2006,1439,1,1984,2006,
411,AMERICAN ELECTRIC POWER,25537,1951,1440,2006,1440,1,1951,2006,
412,CATHAY MERCHANT GROUP INC,14916A,1980,1441,2006,1441,1,1980,2006,
413,AMERICAN EMERGICENTER INC,25617,1983,1442,1985,1442,1,1983,1985,0
414,AMERICAN ENERGY & TECHNOLOGY,25631,1977,1443,1983,1443,1,1977,1983,
415,AMERICAN VANTAGE COMPANIES,03037B,1983,1444,2005,1444,1,1983,2005,
416,AMERICAN EQUITY INVT TRUST,25677,1974,1445,1983,1445,1,1974,1983,
417,AMERICAN EXPLORATION CO,25762,1983,1446,1996,1446,1,1983,1996,
418,AMERICAN EXPRESS CO,25816,1960,1447,2006,1447,1,1960,2006,1
419,AMERICAN EXPRESS CREDIT CORP,25818,1974,1448,2006,1448,1,1974,2006,
420,AFLAC INC,1055,1978,1449,2006,1449,1,1978,2006,0
421,AMERICAN FAMILY FINL SVCS,25874,1978,1450,2004,1450,1,1978,2004,
422,AMERICAN FAMILY PIZZA INC,25882,1982,1451,1986,1451,1,1982,1986,
423,AMERICAN FIBER OPTICS CORP,25900,1985,1452,1987,1452,1,1985,1987,
424,AMERICAN FUEL TECHNOLOGIES,25909,1981,1453,1985,1453,1,1981,1985,
425,AMERICAN EDUCATIONAL COMPUTR,25910,1982,1454,1987,1454,1,1982,1987,
426,AMERICAN FIDELITY INVESTMENT,26024,1974,1455,1981,1455,1,1974,1981,
427,AMERICAN FILTRONA CORP,26042,1972,1456,1996,1456,1,1972,1996,1
428,AMERICAN FINL LEASING & SVCS,26094,1968,1457,1973,1457,1,1968,1973,
429,AMERICAN FLETCHER CORP,26168,1963,1458,1985,1458,1,1963,1985,
430,AMERICAN FLETCHER MTG INVS,26173,1973,1459,1980,1459,1,1973,1980,
431,AMERICAN FOREST PROD CORP,26231,1960,1460,1969,1460,1,1960,1969,
432,AMERICAN FRONTIER EXPL INC,26295,1980,1461,1985,1461,1,1980,1985,
433,AMERICAN FRUCTOSE  -CL A,26296,1983,1462,1991,1462,1,1983,1991,0
434,AMERICAN FURNITURE CO,26303,1964,1463,1985,1463,1,1964,1985,1
435,AMERICAN GARDEN PRODUCTS INC,26330,1971,1464,1979,1464,1,1971,1979,
436,AMERICAN GENERAL CORP,26351,1971,1465,2000,1465,1,1971,2000,1
437,AMERICAN GIRL FASHIONS-CL A,26367,1964,1466,1973,1466,1,1964,1973,
438,AMERICAN GOLD MINERALS CORP,26374,1982,1467,1983,1467,1,1982,1983,
439,AMERICAN GREETINGS  -CL A,26375,1950,1468,2006,1468,1,1950,2006,1
440,AMERICAN GUARANTY CORP,26416,1974,1469,1981,1469,1,1974,1981,
441,ENCORE GROUP INC,292556,1983,1470,1997,1470,1,1983,1997,
442,AMERICAN HEALTH SERVICES/VA,26495,1974,1471,1979,1471,1,1974,1979,
443,AMER HEALTHCARE MGMT,26496,1983,1472,1993,1472,1,1983,1993,
444,AMERICAN HELIOTHERMAL,26497,1977,1473,1985,1473,1,1977,1985,0
445,AMERICAN HERITAGE LIFE INVS,26522,1979,1474,1998,1474,1,1979,1998,
446,AMDURA CORP,23426,1960,1475,1994,1475,1,1960,1994,1
447,AMERICAN HOME INDUSTRIES CP,26600,1977,1476,1985,1476,1,1977,1985,
448,DIVERSICARE CP OF AMER,255103,1974,1477,1989,1477,1,1974,1989,0
449,WYETH,983024,1950,1478,2006,1478,1,1950,2006,1
450,AMERICAN HOME SHIELD,26632,1977,1479,1992,1479,1,1977,1992,
451,AMERICAN HOSPITAL MGMT CORP,26673,1976,1480,1994,1480,1,1976,1994,
452,AMERICAN HOSPITAL SUPPLY,26681,1950,1481,1984,1481,1,1950,1984,1
453,AMERICAN INFO TECH-PROJ,02680P,1984,1482,1984,1482,2,1984,1984,
454,AMERICAN INFO TECH-PREDIVEST,02680W,1981,1483,1983,1482,1,1981,1983,
455,AMERICAN INDUSTRIES LTD,26801,1978,1484,1989,1484,1,1978,1989,
456,AMERITECH CORP,30954,1984,1485,1998,1485,1,1984,1998,1
457,AMERICAN INTERNATIONAL GROUP,26874,1972,1487,2006,1487,1,1972,2006,
458,AMERICAN INTL PICTURES INC,26877,1969,1488,1978,1488,1,1969,1978,
459,AMERICAN INVESTMENT CO,26879,1950,1489,1979,1489,1,1950,1979,
460,SERVICE STAR CORP,81799Y,1982,1490,1986,1490,1,1982,1986,
461,AMER ISRAELI PAPER MILLS-ORD,27069,1960,1491,2005,1491,1,1960,2005,1
462,AMERICAN LAFRANCE INC,27096,1972,1492,1973,1492,1,1972,1973,1
463,AMERICAN LAND CO,27105,1974,1493,1981,1493,1,1974,1981,
464,CRUISE AMERICA INC,228787,1983,1494,1996,1494,1,1983,1996,
465,AMERICAN LIST CORP,27258,1973,1495,1996,1495,1,1973,1996,
466,AMERICAN LOCKER GROUP INC,27284,1964,1496,2004,1496,1,1964,2004,1
467,DAMON GROUP INC,235746,1980,1497,1991,1497,1,1980,1991,
468,AMERICAN MAIZE-PRODS  -CL A,27339,1963,1498,1994,1498,1,1963,1994,1
469,FOUR CORNERS FINANCIAL CORP,350836,1978,1499,1980,1499,1,1978,1980,
470,AMERICAN MANAGEMENT SYSTEMS,27352,1979,1500,2003,1500,1,1979,2003,
471,AMERICAN MFG CO,27357,1960,1501,1978,1501,1,1960,1978,1
472,AMERICAN MARINE INDS INC,27375,1974,1502,1982,1502,1,1974,1982,
473,AMERICAN MARINE LTD,27378,1970,1503,1973,1503,1,1970,1973,
474,AMERICAN MEDCARE CORP,27414,1983,1504,1991,1504,1,1983,1991,
475,AMERICAN MEDICAL AFFILIATES,27416,1973,1505,1982,1505,1,1973,1982,
476,AMERICAN MEDICAL BLDGS INC,27420,1969,1506,1990,1506,1,1969,1990,
477,AMERICAN MEDICAL SERVICES,27438,1974,1508,1985,1508,1,1974,1985,
478,AMERICAN MEDI-DENT INC,27445,1982,1509,1983,1509,1,1982,1983,
479,AMERICAN MEDICORP INC,27447,1969,1510,1977,1510,1,1969,1977,
480,GOLF ROUNDS.COM INC,38168R,1980,1511,2006,1511,1,1980,2006,0
481,AMERICAN MICROSYSTEMS,27525,1969,1512,1980,1512,1,1969,1980,1
482,AMERICAN MOBILE SYS,27559,1984,1513,1994,1513,1,1984,1994,
483,AMERICAN MONITOR CORP,27561,1976,1514,1989,1514,1,1976,1989,1
484,AMERICAN MORTGAGE & INVT CO,27564,1976,1515,1992,1515,1,1976,1992,
485,AMERICAN MOTOR INNS,27591,1964,1516,1984,1516,1,1964,1984,
486,AMERICAN MOTORS CORP,27627,1950,1517,1986,1517,1,1950,1986,1
487,GALLERY OF HISTORY INC,363812,1984,1518,2006,1518,1,1984,2006,
488,AMERICAN MUSIC STORES INC,27663,1965,1519,1975,1519,1,1965,1975,
489,AMERICAN MEDICAL PRODUCTS CP,27902,1979,1522,1981,1522,1,1979,1981,1
490,AMERICAN MEDICAL ALERT CORP,27904,1981,1523,2006,1523,1,1981,2006,
491,AMERICAN NATIONAL CORP-DEL,28542,1963,1524,1972,1524,1,1963,1972,
492,AMERICAN NATL ENTERPRISES,28546,1973,1525,1985,1525,1,1973,1985,
493,AMERICAN NATIONAL INSURANCE,28591,1972,1526,2006,1526,1,1972,2006,
494,AMERICAN NATIONAL PETROLEUM,28602,1981,1527,1992,1527,1,1981,1992,
495,AMERICAN NATURAL RESOURCES,28609,1951,1528,1984,1528,1,1951,1984,
496,AMERICAN NETWORK INC,28620,1983,1529,1987,1529,1,1983,1987,
497,AMERICAN NUCLEAR CORP,28663,1965,1530,2003,1530,1,1965,2003,
498,AMERICAN NUCLEONICS CORP,28671,1974,1531,1986,1531,1,1974,1986,1
499,AMERICAN OIL & GAS,28711,1982,1532,1993,1532,1,1982,1993,
500,AMERICAN PACIFIC CORP,28740,1974,1533,2006,1533,1,1974,2006,1
501,AMERICAN PACIFIC INTL INC,28762,1975,1534,1983,1534,1,1975,1983,
502,AMERICAN PACEMAKER CORP,28778,1978,1535,1981,1535,1,1978,1981,1
503,AMERICAN PACESETTER,28780,1974,1536,1987,1536,1,1974,1987,
504,FINA INC  -CL A,31734L,1960,1537,1997,1537,1,1960,1997,1
505,AMERICAN PHONEMETER  -CL A,28870,1982,1538,1987,1538,1,1982,1987,0
506,AMERICAN PHYSICIANS SVC GP,28882,1982,1539,2006,1539,1,1982,2006,
507,AMERICAN PLAN CORP,29033,1979,1540,1983,1540,1,1979,1983,
508,AMERICAN POLYMERS INC,29060,1974,1541,1979,1541,1,1974,1979,1
509,AMERICAN PRECISION INDS,29069,1962,1542,1999,1542,1,1962,1999,1
510,APL LTD,00202M,1983,1543,1996,1543,1,1983,1996,
511,AMERAC ENERGY CORP,23517,1970,1544,1996,1544,1,1970,1996,0
512,AMERICAN REALTY INVESTORS,29174,1974,1545,2005,1545,1,1974,2005,
513,AMERICAN RECREATION CENTERS,29195,1960,1546,1995,1546,1,1960,1995,
514,AMERICAN RECREATION GROUP,29197,1970,1547,1974,1547,1,1970,1974,1
515,AMERICAN RENT-ALL INC,29231,1966,1548,1972,1548,1,1966,1972,
516,AMERICAN RESOURCES GROUP INC,29269,1978,1549,1981,1549,1,1978,1981,
517,AMERICAN RESOURCES MGMT CORP,29274,1976,1550,1982,1550,1,1976,1982,
518,HUDSONS GRILL AMER,444223,1983,1551,1998,1551,1,1983,1998,0
519,AMERICAN SAFETY EQUIP CORP,29357,1960,1552,1977,1552,1,1960,1977,1
520,AMERICAN SVGS/FL FSB,02941H,1979,1553,1994,1553,1,1979,1994,
521,AMERICAN SCIENCE ENGINEERING,29429,1967,1554,2006,1554,1,1967,2006,1
522,AMERICAN SEATING CO,29465,1950,1555,1981,1555,1,1950,1981,1
523,AMERICAN SECURITY CORP,29544,1963,1556,1986,1556,1,1963,1986,
524,AMERICAN SELF SERVICE STORES,29573,1960,1557,1969,1557,1,1960,1969,
525,AMERICAN SERVICE CORP,29591,1975,1558,1986,1558,1,1975,1986,
526,AMERICAN SHARED HSPTL SERV,29595,1983,1559,2005,1559,1,1983,2005,
527,AMERICAN SHIP BUILDING CO,29609,1950,1560,1992,1560,1,1950,1992,
528,AMERICAN SNACKS INC,29681,1974,1561,1982,1561,1,1974,1982,
529,AMERICAN SOFTWARE  -CL A,29683,1982,1562,2005,1562,1,1982,2005,
530,AMERICAN SOFTWARE TECHNOLOGY,29684,1982,1563,1985,1563,1,1982,1985,
531,ASK CORPORATION,00206E,1980,1564,1990,1564,1,1980,1990,1
532,AMERICAN SPECIALTY FOODS INC,29709,1974,1565,1978,1565,1,1974,1978,
533,AMERICAN STANDARD BLDG SYS,29711,1974,1566,1989,1566,1,1974,1989,
534,AMERICAN STANDARD COS INC,29712,1950,1567,2006,1567,1,1950,2006,1
535,AMERICAN PUBLIC ENERGY CO,29900,1980,1568,1981,1568,1,1980,1981,
536,AMERICAN SPORTS ADVIS,29901,1980,1569,1994,1569,1,1980,1994,
537,AMERICAN SERVICE BUREAU INC,02999Y,1978,1570,1988,1570,1,1978,1988,
538,AMERICAN STERILIZER CO,30087,1960,1571,1983,1571,1,1960,1983,1
539,AMERICAN STORES CO  -OLD,30095,1950,1572,1978,1573,1,1950,1964,
540,AMERICAN STORES CO,30096,1965,1573,1998,1573,2,1965,1998,
541,AMERICAN STRATEGIC METALS,30100,1984,1574,1988,1574,1,1984,1988,
542,AMERICAN SURGERY CENTERS CP,30114,1980,1575,1993,1575,1,1980,1993,
543,AMERICAN SYSTEMS INC,30123,1975,1576,1977,1576,1,1975,1977,
544,AMERICAN TECHNICAL CERAMICS,30137,1984,1577,2006,1577,1,1984,2006,1
545,AMERICAN TECHNICAL IND,30141,1964,1578,1979,1578,1,1964,1979,1
546,AMERICAN TELECOMMUNICTNS-OLD,30154,1971,1579,1977,1579,1,1971,1977,0
547,AMERICAN TELE & TELEGRPH-PR,03017P,1984,1580,1984,1580,1,1984,1984,0
548,AT&T CORP,1957,1950,1581,2004,1581,1,1950,2004,1
549,AMERICAN TV & COMMUNICATION,30186,1969,1582,1978,12793,1,1969,1978,
550,AMERICAN TELNET CORP,30188,1981,1583,1983,1583,1,1981,1983,0
551,AMERICAN UNDERWRITERS GROUP,30341,1981,1584,1989,1584,1,1981,1989,
552,AMERICAN VANGUARD CORP,30371,1974,1585,2006,1585,1,1974,2006,
553,AMERICAN VISION CENTERS INC,30383,1979,1586,1990,1586,1,1979,1990,
554,AMERICAN WATER WORKS INC,30411,1968,1587,2001,1587,1,1968,2001,
555,AMERICAN WELDING & MFG CO,30447,1965,1588,1981,1588,1,1965,1981,1
556,AMERICAN WESTERN CORP (NEW),30475,1974,1589,1988,1589,1,1974,1988,
557,AMERICANA HOTELS & REALTY CP,30562,1983,1590,1997,1590,1,1983,1997,
558,AMERICAR INC,30591,1962,1591,1969,1591,1,1962,1969,0
559,AMERICARE CORP,30598,1974,1592,1981,1592,1,1974,1981,
560,AMERON INTERNATIONAL CORP,30710,1966,1593,2006,1593,1,1966,2006,1
561,AMES DEPT STORES INC,30789,1962,1594,2001,1594,1,1962,2001,
562,AMERITRUST CORP,30900,1962,1595,1990,1595,1,1962,1990,1
563,AMERIFIN CORP,30901,1950,1596,1983,1596,1,1950,1983,0
564,AMERIHEALTH INC/DE,30912,1984,1597,1993,1597,1,1984,1993,0
565,AMETEK INC,31100,1950,1598,2006,1598,1,1950,2006,1
566,AMFAC INC,31141,1950,1599,1987,1599,1,1950,1987,1
567,NEW AMERICAN SHOE CO,641890,1974,1600,1988,1600,1,1974,1988,
568,AMFOOD INDUSTRIES INC,31152,1974,1601,1985,1601,1,1974,1985,0
569,AMGEN INC,31162,1982,1602,2006,1602,1,1982,2006,1
570,AMHERST ASSOCIATES INC,31180,1982,1603,1983,1603,1,1982,1983,
571,AMICON CORP,31517,1977,1604,1981,1604,1,1977,1981,1
572,AMINEX RESOURCES CORP,31527,1973,1605,1976,1605,1,1973,1976,0
573,AMISTAR CORP,31535,1983,1606,2005,1606,1,1983,2005,1
574,AMP INC,31897,1950,1608,1998,1608,1,1950,1998,1
575,AMOCO CORP,31905,1950,1609,1997,1609,1,1950,1997,1
576,AMPAD CORP,32009,1982,1610,1985,1610,1,1982,1985,1
577,AMPAL AMERICAN ISRAEL  -CL A,32015,1976,1611,2006,1611,1,1976,2006,0
578,AMPCO METAL INC,32033,1960,1612,1969,1612,1,1960,1969,
579,AMPCO-PITTSBURGH CORP,32037,1960,1613,2006,1613,1,1960,2006,1
580,AMPEX CORP,32087,1950,1614,1979,1614,1,1950,1979,
581,AMPLICA INC,32098,1980,1615,1980,1615,1,1980,1980,0
582,AMPOWER TECHNOLOGIES INC,32145,1981,1616,1985,1616,1,1981,1985,1
583,AMQUEST CORP,32147,1982,1617,1983,1617,1,1982,1983,0
584,AMREP CORP,32159,1961,1618,2005,1618,1,1961,2005,1
585,AMSOUTH BANCORPORATION,32165,1963,1619,2005,1619,1,1963,2005,0
586,AMSTAR CORP,32173,1950,1620,1994,1620,1,1950,1994,1
587,AMSTED INDUSTRIES,32177,1950,1623,1988,1623,1,1950,1988,1
588,AMTECH RESOURCES INC,32331,1981,1624,1986,1624,1,1981,1986,
589,AMTEL INC,32339,1966,1625,1976,1625,1,1966,1976,1
590,AMTERRE DEVELOPMENT,32342,1962,1626,1980,1626,1,1962,1980,0
591,ANACOMP INC,03237E,1971,1627,2004,1627,1,1971,2004,1
592,ANACONDA CO,32393,1950,1628,1975,1628,1,1950,1975,1
593,ANADARKO PRODUCTION CORP,32510,1981,1629,1984,1629,1,1981,1984,1
594,ANADITE INC,32519,1962,1630,1985,1630,1,1962,1985,1
595,ANAEROBIC ENERGY SYSTEMS INC,32526,1981,1631,1982,1631,1,1981,1982,0
596,ANALOG DEVICES,32654,1968,1632,2006,1632,1,1968,2006,1
597,ANALOGIC CORP,32657,1973,1633,2006,1633,1,1973,2006,1
598,ANALYSTS INTERNATIONAL CORP,32681,1974,1634,2006,1634,1,1974,2006,1
599,ANAREN INC,32744,1974,1635,2006,1635,1,1974,2006,1
600,ANCHOR ALLOYS INC,32825,1963,1636,1970,1636,1,1963,1970,
601,ANCHOR COUPLING INC,33033,1962,1637,1973,1637,1,1962,1973,1
602,ANCHOR HOCKING CORP,33047,1950,1638,1986,1638,1,1950,1986,1
603,ANCORP NATIONAL SERVICES INC,33330,1974,1639,1977,1639,1,1974,1977,0
604,ANDAL CORP,33352,1971,1640,1997,1640,1,1971,1997,0
605,MOSCOW CABLECOM CORP,61945R,1960,1641,2005,1641,1,1960,2005,
606,CROWN ANDERSEN INC,228190,1974,1642,2003,1642,1,1974,2003,1
607,ANDERSON CLAYTON & CO,33609,1950,1643,1986,1643,1,1950,1986,1
608,ANDERSON ELECTRIC CORP,33825,1960,1644,1968,1644,1,1960,1968,
609,ANDERSON GREENWOOD & CO,33849,1974,1645,1985,1645,1,1974,1985,1
610,ANDERSON INDUSTRIES INC,34042,1973,1646,1984,1646,1,1973,1984,1
611,ANDERSON JACOBSON INC,34046,1969,1647,1987,1647,1,1969,1987,1
612,ASCO LIQUIDATING CORP,43639,1973,1648,1989,1648,1,1973,1989,
613,ANDOVER CONTROLS CORP,34270,1983,1649,1988,1649,1,1983,1988,1
614,ANDREA ELECTRONICS CORP,34393,1960,1650,2006,1650,1,1960,2006,1
615,ANDREW CORP,34425,1979,1651,2006,1651,1,1979,2006,1
616,ANDROS INC,34528,1980,1652,1995,1652,1,1980,1995,1
617,ANDY GARD CORP,34555,1960,1653,1969,1653,1,1960,1969,
618,ANGELES CORP,34624,1974,1654,1992,1654,1,1974,1992,
619,ANGELICA CORP,34663,1960,1655,2006,1655,1,1960,2006,1
620,IQUNIVERSE INC,46264Y,1985,1656,2001,1656,1,1985,2001,0
621,ANGIOMEDICS INC,34757,1984,1657,1986,1657,1,1984,1986,1
622,ANIMED INC,34903,1983,1658,1988,1658,1,1983,1988,0
623,ANDERSONS INC,34164,1983,1659,2006,1659,1,1983,2006,1
624,NABORS INDUSTRIES LTD,G6359F,1969,1661,2006,1661,1,1969,2006,1
625,ANGSTROM TECHNOLOGIES INC,35203,1984,1662,1985,1662,1,1984,1985,1
626,ANHEUSER-BUSCH COS INC,35229,1950,1663,2006,1663,1,1950,2006,1
627,ANITEC IMAGE TECHNOLOGY CORP,35282,1984,1664,1987,1664,1,1984,1987,
628,ANIXTER BROS INC,35285,1967,1665,1986,1665,1,1967,1986,1
629,ANKEN INDUSTRIES,35310,1954,1666,1978,1666,1,1954,1978,1
630,ANNANDALE CORP,35712,1980,1667,1990,1667,1,1980,1990,0
631,ANODYNE INC,36159,1961,1668,1972,1668,1,1961,1972,1
632,BIW LTD,05547U,1974,1669,2006,1669,1,1974,2006,
633,ANSONIA WIRE AND CABLE CO,36591,1958,1670,1970,1670,1,1958,1970,
634,ANSUL CO,36627,1960,1671,1977,1671,1,1960,1977,1
635,ANTA CORP,36628,1973,1672,1984,1672,1,1973,1984,
636,ANTARES OIL CORP,36640,1974,1673,1984,1673,1,1974,1984,
637,ANTEX CORP,36730,1979,1674,1985,1674,1,1979,1985,1
638,ANTHEM ELECTRONICS INC,36732,1979,1675,1993,1675,1,1979,1993,
639,K2 INC,482732,1960,1677,2006,1677,1,1960,2006,1
640,APACHE CORP,37411,1960,1678,2006,1678,1,1960,2006,1
641,APACHE ENERGY&MINERALS,37460,1980,1679,1983,1679,1,1980,1983,
642,APACHE PETROLEUM  -LP,37463,1981,1680,1987,1680,1,1981,1987,
643,WINCROFT INC,973144,1983,1681,2005,1681,1,1983,2005,0
644,APCO ARGENTINA INC,37489,1982,1682,2006,1682,1,1982,2006,
645,APCO OIL CORP,37519,1961,1683,1976,1683,1,1961,1976,
646,APEXCO INC,37594,1972,1684,1975,1684,1,1972,1975,0
647,APEXX INVESTING GROUP,37596,1976,1685,1983,1685,1,1976,1983,0
648,APOGEE ENTERPRISES INC,37598,1973,1686,2006,1686,1,1973,2006,1
649,APOLLO INDUSTRIES INC-ME,37609,1976,1687,1986,1687,1,1976,1986,
650,APOLLO LASERS INC,37619,1974,1688,1980,1688,1,1974,1980,
651,APPALACHIAN POWER,03799Y,1964,1689,2006,1689,1,1964,2006,
652,APPLE INC,37833,1980,1690,2006,1690,1,1980,2006,1
653,APPLEBAUMS FOOD MARKET INC,37897,1964,1691,1977,1691,1,1964,1977,0
654,APOLLO COMPUTER INC,37904,1982,1692,1988,1692,1,1982,1988,1
655,APPLIED BIOSYSTEMS INC,37906,1982,1693,1992,1693,1,1982,1992,1
656,APPLIED COMMUNICATIONS INC,37908,1982,1694,1985,1694,1,1982,1985,
657,TOWNE PAULSEN INC,892146,1982,1695,1987,1695,1,1982,1987,0
658,APPLIED DATA COMMUNICATIONS,37910,1982,1696,1988,1696,1,1982,1988,
659,APPLICON INC,38144,1979,1697,1980,1697,1,1979,1980,1
660,APPLIED DATA INC,38157,1974,1698,1982,1698,1,1974,1982,
661,APPLIED DATA RESEARCH INC,38159,1965,1699,1984,1699,1,1965,1984,1
662,APPLIED DEVICES,38177,1966,1700,1984,1700,1,1966,1984,
663,APPLIED DIGITAL DATA SYSTEMS,38186,1970,1701,1979,1701,1,1970,1979,
664,APPLIED GENETICS INTL INC,38199,1983,1702,1983,1702,1,1983,1983,1
665,APPLIED MAGNETICS CORP,38213,1967,1703,1999,1703,1,1967,1999,1
666,APPLIED MATERIALS INC,38222,1972,1704,2006,1704,1,1972,2006,1
667,APPLIED MEDICAL DEVICES INC,38223,1980,1705,2005,1705,1,1980,2005,1
668,ACTUANT CORP  -CL A,00508X,1974,1706,2006,1706,1,1974,2006,1
669,APPLIED SOLAR ENERGY CORP,38239,1979,1707,1991,1707,1,1979,1991,1
670,APRIL INDUSTRIES INC,38329,1974,1708,1988,1708,1,1974,1988,
671,AQUA CHEMICAL INC,38375,1960,1709,1968,145873,1,1960,1968,1
672,AQUILA RESOURCES LTD,03839L,1982,1710,1983,1710,1,1982,1983,
673,AQUITAINE CO CANADA LTD,38402,1964,1711,1980,1711,1,1964,1980,
674,ARABIAN AMERICAN DEVELOPMENT,38465,1976,1712,2006,1712,1,1976,2006,
675,ARACCA PETROLEUM CORP,38492,1980,1713,1985,1713,1,1980,1985,0
